Name	eaiQuoteID	type	uom	ccy	businessCalendar	lotSize	tenor	Commodity	limSymbol	limMultiplier	defaultPrecision	clearPortPrecision	expiryRule	exchange	volatilityID	indexLevel	forwardMarket	pricingRule	formula	rollbefore	promptness	bblPerMT
Madura Premium	1321	PublishedIndex	bbl                 	USD                 	RIM	None                	Day                 	Crude	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.42)
Madura Crude (ICP)	1322	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(0.5* MKT(751)) + Quote(0.5* MKT(753)) 	NULL	NULL	Some(7.42)
Unl 87 9RVP USGC Pipeline (Platts) vs NYMEX RBOB 2nd month	1323	FormulaIndex	gal                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(4)             	Some(4)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(437)) - Quote(1.0* MKT(1027)) 	NULL	NULL	Some(8.33)
Biodiesel Rapeseed OME FOB Rotterdam Barges (Argus) vs ICE Gas Oil 1st month 16:30 marker (Platts)	1324	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(3)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(1303)) - Quote(1.0* MKT(1112)) 	NULL	NULL	Some(7.45)
Coal API 4 FOB Richards Bay (Argus)	1325	PublishedIndex	MT                  	USD                 	ARK	Some(1000.0)        	Day                 	Coal	Some(GPCAPI4MA)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Coal API 6 FOB Newcastle (Argus)	1326	PublishedIndex	MT                  	USD                 	ARK	Some(1000.0)        	Day                 	Coal	Some(GPCARMCWX)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
LSWR Formula	1327	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(0.25* MKT(189)) + Quote(0.25* MKT(187)) + Quote(0.25* MKT(188)) + Quote(0.25* MKT(1074)) 	NULL	NULL	Some(6.7)
Pertamina Premium (LSWR)	1328	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	FuelOil	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(1.0)
Thunderhorse Crude (Argus)	1329	PublishedIndex	bbl                 	USD                 	ARG	None                	Day                 	Crude	Some(GC5612A0M)	Some(1.0)           	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.365)
ICE Gasoil 1st Month Settlement (Platts)	1330	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	GasOil	Some(AAQSG00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.4435)
Biodiesel Rapeseed OME FOB Rotterdam Barges (Argus) vs ICE Gas Oil 1st month (Platts)	1331	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(1303)) - Quote(1.0* MKT(1332)) 	NULL	NULL	Some(7.45)
ICE Gas Oil 1st month (Platts)	1332	FuturesFrontPeriodIndex	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	Close	IPE Gas Oil	NULL	NULL	1	1	NULL
No.6 3.0% USGC paper 1st month (Platts)	1333	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	FuelOil	Some(PUAXJ00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.35)
FAME-0 FOB Rotterdam Barges (Argus) vs ICE Gas Oil 1st month (Platts)	1334	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(0)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(1128)) - Quote(1.0* MKT(1332)) 	NULL	NULL	Some(7.45)
PME for blend CIF ARA vs ICE Gas Oil 1st month diff	1335	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Platts Brent 3rd Month	1336	PublishedIndex	bbl                 	USD                 	Platts European Crude	None                	Day                 	Crude	Some(PCAAP00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.57)
Dated Brent vs Platts Brent 3rd Month	1337	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(3)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(40)) - Quote(1.0* MKT(1336)) 	NULL	NULL	Some(7.57)
Unl 89 USGC Waterborne (Platts)	1338	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(PGAAZ00)	Some(0.01)          	Some(3)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.33)
Gasoil 0.1% CIF Med Cargoes (Platts) [High]	1339	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	GasOil	Some(AAVJJ00)	Some(1.0)           	Some(3)             	Some(0)             	NULL	NULL	None                	High	NULL	NULL	NULL	NULL	NULL	Some(7.45)
US SME vs NYMEX Heat	1340	PublishedIndex	gal                 	USD                 	NYM	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
US PME vs NYMEX Heat	1341	PublishedIndex	gal                 	USD                 	NYM	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
US TME vs NYMEX Heat	1342	PublishedIndex	gal                 	USD                 	NYM	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
US CME vs NYMEX Heat	1343	PublishedIndex	gal                 	USD                 	NYM	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
US FAME-5 vs NYMEX Heat	1344	PublishedIndex	gal                 	USD                 	NYM	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
US CME vs CBOT Soybean Oil	1345	PublishedIndex	lb                  	USD                 	NYM	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.0)
US Canola Oil vs CBOT Soybean Oil	1346	PublishedIndex	lb                  	USD                 	NYM	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.0)
US SME vs CBOT Soybean Oil	1347	PublishedIndex	MT                  	USD                 	NYM	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.0)
US COME vs NYMEX Heat	1348	PublishedIndex	gal                 	USD                 	NYM	None                	Day                 	VegetableOil	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Unl M5 Colonial Pipeline	1349	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Jet 55 USGC Waterborne (Platts)	1350	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	JetKero	Some(PJABN00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.878)
Capesize Cienaga to Rotterdam	1351	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Capesize Norfolk to Rotterdam	1352	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Capesize Newcastle to Rotterdam	1353	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Capesize Banjar to Rotterdam	1354	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Capesize Rizhao to Rotterdam	1355	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Capesize Gladstone to Kashima	1356	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Capesize Newcastle to Kashima	1357	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Capesize Richards Bay Coal Terminal to Kashima	1358	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Capesize Vancouver to Kashima	1359	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Supramax Cienaga to Rotterdam	1360	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Supramax Davant to Rotterdam	1361	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Supramax Norfolk to Rotterdam	1362	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Supramax Muuga to Rotterdam	1363	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Supramax Riga to Rotterdam	1364	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Supramax Cienaga to Mobile	1365	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Supramax Richards Bay Coal Terminal to Mundra	1366	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Supramax Banjar to Cheenai	1367	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Supramax Riga to Jorf	1368	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Capesize Bolivar to Rotterdam	1369	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Capesize Gladstone to Rotterdam	1370	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Capesize Richards Bay Coal Terminal to Rotterdam	1371	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Richards Bay Coal Terminal to Rotterdam	1372	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Bolivar to Rotterdam	1373	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Cienaga to Rotterdam	1374	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Norfolk to Rotterdam	1375	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Davant to Rotterdam	1376	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Banjar to Rotterdam	1377	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Ventspils to Rotterdam	1378	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Murmansk to Rotterdam	1379	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Yuzhni to Rotterdam	1380	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Bolivar to Mobile	1381	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Cordoba to Mobile	1382	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Banjar to Hong Kong	1383	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Gladstone to Hong Kong	1384	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Vancouver to Hong Kong	1385	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Richards Bay Coal Terminal to Mundra	1386	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Norfolk to Mundra	1387	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Davant to Mundra	1388	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Banjar to Mundra	1389	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Gladstone to Mundra	1390	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Rizhao to Mundra	1391	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Richards Bay Coal Terminal to Jorf	1392	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Davant to Jorf	1393	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Norfolk to Jorf	1394	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Bolivar to Jorf	1395	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Cienaga to Jorf	1396	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Yuzhni to Jorf	1397	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Murmansk to Jorf	1398	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Panamax Gdansk to Jorf	1399	PublishedIndex	MT                  	USD                 	IcS	None                	Day                 	Freight	None	None                	Some(4)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
HLS weighted average (Argus)	1400	PublishedIndex	bbl                 	USD                 	ARG	None                	Day                 	Crude	Some(GCDHC539A)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(6.981)
Coal API 4 FOB Richards Bay (Argus) (VaR only)	1402	PublishedIndex	MT                  	USD                 	null	Some(1000.0)        	Day                 	Coal	Some(GPCAPI4WX)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
No.6 0.7% H/P NYH Cargoes (Argus)	1403	PublishedIndex	bbl                 	USD                 	ARG	None                	Day                 	FuelOil	Some(GPF4NYDC)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.7)
Fuel 0.5% FOB NYH PREPA formula	1404	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(3)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(0.25* MKT(160)) + Quote(0.25* MKT(279)) + Quote(0.25* MKT(183)) + Quote(0.25* MKT(1403)) 	NULL	NULL	Some(6.7)
Reg Unl LV LA pipeline (OPIS)	1405	PublishedIndex	gal                 	USD                 	OPI	None                	Day                 	Gasoline	Some(LA.LVUNL)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.33)
Mudi Crude (ICP)	1406	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(1285)) + Quote(1.0* MKT(1408)) 	NULL	NULL	Some(7.42)
Belanak Crude (ICP)	1407	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(1285)) + Quote(1.0* MKT(1409)) 	NULL	NULL	Some(7.42)
Mudi Crude Premium	1408	PublishedIndex	bbl                 	USD                 	RIM	None                	Day                 	Crude	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(1.0)
Belanak Crude Premium	1409	PublishedIndex	bbl                 	USD                 	RIM	None                	Day                 	Crude	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(1.0)
NYMEX WTI 1st month (Platts)	1411	PublishedIndex	bbl                 	USD                 	PLH	Some(1000.0)        	Day                 	Crude	Some(CL)	Some(1.0)           	Some(3)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.6)
Prem Unl Euro-Bob Oxy NWE Barges [High] (Argus)	1412	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Gasoline	Some(GP5643A0)	Some(1.0)           	Some(3)             	Some(0)             	NULL	NULL	None                	High	NULL	NULL	NULL	NULL	NULL	Some(8.33)
ULS Kerosene NYH Barges (Platts)	1413	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	JetKero	Some(AAVTI00)	Some(0.01)          	Some(3)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.5781)
ULS Kerosene NYH Cargoes (Platts)	1414	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	JetKero	Some(AAVTH00)	Some(0.01)          	Some(3)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.5781)
Prem Unl 10ppm FOB Rotterdam Barges (Platts) vs Prem Unl Euro-Bob Oxy NWE Barges (Argus)	1415	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(0)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(17)) - Quote(1.0* MKT(1312)) 	NULL	NULL	Some(8.33)
NYSE LIFFE Rapeseed	1416	FuturesMarket	MT                  	EUR                 	LIH	Some(50.0)          	Month               	VegetableOil	Some(MTF.ECO)	Some(1.0)           	Some(4)             	Some(4)             	No Rule	TOCOM	None                	NULL	NULL	NULL	NULL	NULL	NULL	Some(6.92)
ICE Gas Oil 2nd month 16:30 marker(Platts)	1417	PublishedIndex	MT                  	USD                 	PLE	Some(100.0)         	Day                 	GasOil	Some(AARIO00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Index	NULL	NULL	NULL	NULL	NULL	Some(7.45)
ICE Gas Oil 3rd month 16:30 marker(Platts)	1418	PublishedIndex	MT                  	USD                 	PLE	Some(100.0)         	Day                 	GasOil	Some(AARIP00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Index	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Coal NEWC Index FOB Newcastle [RecentWklyIndices] (globalCOAL)	1419	PublishedIndex	MT                  	USD                 	globalCOAL Coal Market Report	None                	Day                 	Coal	Some(GLOBALCOAL_NEWC)	Some(1.0)           	Some(2)             	Some(2)             	NULL	NULL	None                	RecentWklyIndices	NULL	NULL	NULL	NULL	NULL	None
Coal API 6 FOB Newcastle (Argus) (VaR Only)	1420	PublishedIndex	MT                  	USD                 	null	Some(1000.0)        	Day                 	Coal	Some(GPCARMCWX)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Eurobob FOB ARA Barges (Platts)	1421	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	Gasoline	Some(AAQZV00)	Some(1.0)           	Some(3)             	Some(0)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.33)
Jet 15ppm ULSK FOB NYH Barges (Argus)	1422	PublishedIndex	gal                 	USD                 	ARG	None                	Day                 	JetKero	Some(GP04977O)	Some(0.01)          	Some(3)             	Some(0)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.878)
IPE Gas Oil 2nd Month	1423	FuturesFrontPeriodIndex	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	Close	IPE Gas Oil	NULL	NULL	1	2	NULL
Off Road LSD FOB USG Pipeline (Platts)	1424	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	GasOil	Some(AATGS00)	Some(0.01)          	Some(2)             	Some(0)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.1785)
DCE Soybean Oil	1425	FuturesMarket	MT                  	CNY                 	DcF	Some(10.0)          	Month               	VegetableOil	Some(DCE.Y)	Some(1.0)           	Some(4)             	Some(4)             	No Rule	DCE	None                	NULL	NULL	NULL	NULL	NULL	NULL	Some(6.86)
DCE RBD Palm Olein	1426	FuturesMarket	MT                  	CNY                 	DcF	Some(10.0)          	Month               	VegetableOil	Some(DCE.P)	Some(1.0)           	Some(4)             	Some(4)             	No Rule	DCE	None                	NULL	NULL	NULL	NULL	NULL	NULL	Some(6.79)
No.6 0.3% NYH Cargoes (Platts) [Low]	1427	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	FuelOil	Some(PUAAE00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Low	NULL	NULL	NULL	NULL	NULL	Some(6.7)
No.6 0.3% H/P NYH Cargoes (Bloomberg) [Low]	1428	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	FuelOil	Some(TRAF.N6NY.3HC)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Low	NULL	NULL	NULL	NULL	NULL	Some(6.7)
No.6 0.3% H/P NYH Cargoes (Argus) [Low]	1429	PublishedIndex	bbl                 	USD                 	ARG	None                	Day                 	FuelOil	Some(GPF2NYDC)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Low	NULL	NULL	NULL	NULL	NULL	Some(6.7)
Coal API 2 CIF ARA (Argus) (VaR Only)	1430	PublishedIndex	MT                  	USD                 	null	Some(1000.0)        	Day                 	Coal	Some(GPCAPI2WX)	Some(1.0)           	Some(3)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
NYMEX Gas Oil 1st month	1431	FuturesFrontPeriodIndex	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	Close	IPE Gas Oil	NULL	NULL	1	1	NULL
Tapis (APPI) vs Dubai 1st Month (Platts)	1432	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(376)) - Quote(1.0* MKT(6)) 	NULL	NULL	Some(7.91)
